Joint1Tx, Joint1Ty, Joint1Tz, Joint2Tx, Joint2Ty, Joint2Tz, Joint3Tx, Joint3Ty, Joint3Tz, Joint1Ix, Joint1Iy, Joint1Iz, Joint2Ix, Joint2Iy, Joint2Iz, Joint3Ix, Joint3Iy, Joint3Iz, Joint1Mx, Joint1My, Joint1Mz, Joint2Mx, Joint2My, Joint2Mz, Joint3Mx, Joint3My, Joint3Mz,ThumbClosure, IndexClosure, MiddleClosure
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59881,130.4165,-50.37344,64.61348,-88.91064,-4.494934,34.89941,92.62255,-179.3336,-40.77682,87.19952,-175.9114,47.72956,-75.86465,6.118325,74.30228,79.66187,160.7656,12.11983,95.81399,174.7751,1,0.7960784,0.5960785
-13.23065,-173.2925,-36.16156,27.67878,158.8248,-34.44281,53.4091,130.375,-50.04364,58.37018,-88.30389,-4.76123,50.00483,93.97201,-178.7424,-18.15085,89.18719,-177.2101,77.90829,-56.49503,24.32603,5.825583,97.40702,174.6921,-80.23431,-106.7643,24.66135,1,0.7058824,1
-12.96231,-172.9974,-36.11047,27.93918,159.0884,-34.53506,53.59882,130.4166,-50.37341,63.07275,-88.75696,-4.555359,38.61647,92.91675,-179.226,-35.20685,87.78944,-176.3347,77.90833,-56.49503,24.32603,5.82558,97.40704,174.6921,-80.23431,-106.7643,24.66135,1,0.7803922,1
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59881,130.4166,-50.37341,73.3125,-89.87729,-4.263306,14.08442,91.19727,-179.6911,-71.88589,78.966,-168.6,77.90826,-56.49506,24.32601,5.825584,97.40704,174.6921,-80.23431,-106.7642,24.66133,1,0.9490196,1
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53503,53.59881,130.4166,-50.37341,77.11572,-90.41263,-4.277496,5.091918,90.63927,-179.7633,-84.46948,48.97801,-139.0141,77.90826,-56.49506,24.32601,5.825586,97.40702,174.6921,-80.23431,-106.7643,24.66136,1,1,1
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53506,53.59882,130.4166,-50.37344,14.61979,-84.08252,-7.640106,24.05126,-84.87781,-4.684418,40.87877,-84.74268,-1.237427,77.90826,-56.49503,24.32604,5.82558,97.40703,174.692,-80.23425,-106.7643,24.66136,1,0.08627451,1
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53506,53.59882,130.4166,-50.37341,7.860289,-83.3067,-8.260773,8.311197,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,77.90829,-56.49503,24.32603,5.825586,97.40703,174.6921,-80.23431,-106.7643,24.66135,1,0,1
-13.23062,-173.2925,-36.16156,27.67878,158.8248,-34.44281,53.4091,130.375,-50.04364,7.860285,-83.3067,-8.260773,8.311192,-83.34735,-5.0466,17.59779,-83.11975,-1.5896,77.90833,-56.49506,24.32599,5.825583,97.40704,174.6921,-80.23425,-106.7643,24.66135,1,0,1
-20.15314,-177.0354,-35.10709,19.10693,158.9815,-29.40387,44.95634,140.782,-35.78653,32.61301,-85.91809,-6.253784,67.04508,-90.33032,-6.564117,75.38032,95.69289,-176.938,77.90831,-56.49506,24.32601,5.825584,97.40704,174.6921,-80.23431,-106.7643,24.66135,0.8941177,0.3411765,1
-27.46851,174.6812,-35.15662,11.32834,152.0265,-26.29794,37.33702,138.2149,-28.58432,58.37018,-88.30386,-4.7612,50.00484,93.97202,-178.7424,-18.15085,89.18719,-177.2101,77.90833,-56.49506,24.326,5.825583,97.40704,174.6921,-80.23425,-106.7643,24.66135,0.8666667,0.7254902,1
-20.13705,179.1179,-36.99051,21.18194,152.1235,-31.72336,48.63595,128.8162,-41.99142,75.2282,-90.1322,-4.255646,9.545919,90.91367,-179.7323,-78.51501,71.88164,-161.7178,77.90831,-56.495,24.32606,5.825584,97.40703,174.692,-80.23428,-106.7643,24.66138,1,0.9686275,1
-12.96231,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59882,130.4166,-50.37344,77.11572,-90.41257,-4.277435,5.091912,90.63927,-179.7633,-84.46945,48.97806,-139.0142,77.90831,-56.495,24.32604,5.825588,97.40703,174.692,-80.23431,-106.7643,24.66138,1,1,1
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53506,53.59882,130.4166,-50.37341,77.11575,-90.4126,-4.277496,5.091911,90.63928,-179.7633,-84.46948,48.97802,-139.0141,77.90831,-56.49503,24.32601,5.825578,97.40704,174.692,-80.23431,-106.7643,24.66136,1,1,1
-23.78552,-143.1188,-30.34097,-3.7435,-154.4927,-22.55569,4.861261,-157.6993,-19.04947,77.11572,-90.4126,-4.277466,5.091911,90.63927,-179.7633,-84.46948,48.97806,-139.0142,77.90831,-56.49503,24.32602,5.825583,97.40702,174.692,-80.23425,-106.7643,24.66135,0.3490196,1,1
-24.17468,-116.4317,-30.98874,-15.47659,-123.0905,-23.91046,-16.73276,-122.8564,-20.45844,77.11576,-90.4126,-4.277466,5.091909,90.63927,-179.7633,-84.46942,48.97803,-139.0141,77.90826,-56.495,24.32606,5.825583,97.40703,174.6921,-80.23434,-106.7643,24.66137,0.1294118,1,1
-19.96033,-161.2038,-30.87714,11.93252,-178.1258,-24.36285,31.11539,173.1501,-24.05347,75.46561,-90.16562,-4.256561,8.984541,90.8789,-179.7366,-79.31586,70.41483,-160.2761,77.90826,-56.49503,24.32601,5.825588,97.40704,174.6921,-80.23431,-106.7642,24.6613,0.6313726,0.972549,1
-12.96231,-172.9974,-36.11047,27.93919,159.0884,-34.53506,53.59881,130.4166,-50.37344,75.22817,-90.1322,-4.255646,9.545915,90.91366,-179.7323,-78.51505,71.88164,-161.7178,77.90826,-56.49506,24.32601,5.825578,97.40704,174.6921,-80.23425,-106.7643,24.66136,1,0.9686275,1
-12.96234,-172.9974,-36.11047,27.93918,159.0884,-34.53503,53.59882,130.4166,-50.37341,77.11573,-90.4126,-4.277466,5.091916,90.63927,-179.7633,-84.46948,48.97802,-139.0141,77.90829,-56.49503,24.32603,5.825579,97.40702,174.6921,-80.23425,-106.7643,24.66135,1,1,1
-12.96234,-172.9974,-36.11047,27.93919,159.0884,-34.53506,53.5988,130.4166,-50.37341,76.64651,-90.33948,-4.268616,6.197438,90.70712,-179.7564,-83.12347,58.23975,-148.2261,77.90833,-56.49503,24.32603,5.825577,97.40704,174.692,-80.23425,-106.7643,24.66138,1,0.9921569,1
